Array Design Name	Illumina HumanRef-6 Expression BeadChip
Provider	Jack Zhu(zhujack@mail.nih.gov)
Comment[ArrayExpressAccession]	A-GEOD-7306
Comment[SecondaryAccession]	GPL7306
Comment[Description]	Array Manufacturer: Illumina Inc., Distribution: custom-commercial, Technology: oligonucleotide beads, The Sentrix Human-6 BeadChip can be used to study expression of over 47,000 human transcripts. Researchers can generate whole-genome expression profiles for 6 samples in parallel on a single BeadChip. Array is composed of 3 micron features with average feature redundancy of 30-fold . All features are QCed by sequential hybridizations process called array decoding. Probes are fully screened all-full-length 50-mers. Assay requires 50-100ng of total RNA input. Array content is based on RefSeq and additional space is occupied by targets selected from Unigene build 163 and Gnomon databases.<br>Reporter Database Entry [genbank] = RefSeq identifier LINK_PRE:http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=
Comment[SubmittedName]	Illumina HumanRef-6 Expression BeadChip
Comment[Organism]	Homo sapiens
Comment[ArrayExpressReleaseDate]	2011-05-12
Printing Protocol	http://www.illumina.com/technology/platform/tech_plat_arraymfg.ilmn
Surface Type	
Substrate Type	
Term Source Name	genbank

Reporter Name	Comment[Target]	Reporter Database Entry [genbank]	Comment[SPOT_ID]
638	GI_12707578-I	NM_006902.2	
639	GI_12707579-S	NM_003924.2	
640	GI_12711659-S	NM_018979.1	
641	GI_12711661-S	NM_021071.1	
642	GI_12711669-S	NM_023007.1	
643	GI_12711681-S	NM_023016.1	
644	GI_12718865-S	NM_023036.1	
645	GI_12719454-A	NM_016731.2	
646	GI_12738830-S	NM_023013.1	
647	GI_12738833-S	NM_023014.1	
648	GI_12746589-I	NM_022802.1	
649	GI_12751474-S	NM_012319.2	
650	GI_12751478-S	NM_023070.1	
651	GI_12751480-S	NM_023071.1	
652	GI_12751490-S	NM_023077.1	
653	GI_12751492-S	NM_023078.1	
654	GI_12751496-S	NM_023080.1	
655	GI_12957487-S	NM_023037.1	
656	GI_12963480-S	NM_019054.1	
657	GI_12965168-S	NM_012069.2	
658	GI_12965169-S	NM_020239.2	
659	GI_12965171-S	NM_023917.1	
660	GI_12965173-S	NM_023918.1	
661	GI_12965175-S	NM_023919.1	
662	GI_12965177-S	NM_023920.1	
663	GI_12965179-S	NM_023921.1	
664	GI_12965181-S	NM_023922.1	
665	GI_12965190-S	NM_023924.1	
666	GI_12965196-S	NM_023927.1	
667	GI_13027379-S	NM_015049.1	
668	GI_13027599-S	NM_023933.1	
669	GI_13027601-S	NM_023935.1	
670	GI_13027603-S	NM_023936.1	
671	GI_13027615-S	NM_023942.1	
672	GI_13027629-S	NM_022719.1	
673	GI_13027631-S	NM_022978.1	
674	GI_13027633-S	NM_005586.2	
675	GI_13027635-S	NM_001400.2	
676	GI_13027637-S	NM_006759.2	
677	GI_13027639-S	NM_005763.2	
678	GI_13027654-A	NM_022804.1	
679	GI_13027789-I	NM_022790.1	
680	GI_13027793-A	NM_022792.1	
681	GI_13027795-S	NM_005940.2	
682	GI_13027796-S	NM_002427.2	
683	GI_13027797-S	NM_004995.2	
684	GI_13027798-S	NM_002421.2	
685	GI_13027799-A	NM_022564.1	
686	GI_13027799-I	NM_022564.1	
687	GI_13027801-I	NM_005941.2	
688	GI_13027803-S	NM_002422.2	
689	GI_13027804-S	NM_002423.2	
690	GI_13027806-S	NM_006690.2	
691	GI_13027808-A	NM_022718.1	
692	GI_13027810-S	NM_021801.2	
693	GI_13112046-I	NM_000142.2	
694	GI_13112047-A	NM_022965.1	
695	GI_13112049-A	NM_022963.1	
696	GI_13112049-I	NM_022963.1	
697	GI_13112051-I	NM_002011.2	
698	GI_13112053-S	NM_021923.2	
699	GI_13112055-S	NM_000707.2	
700	GI_13123771-S	NM_015442.1	
701	GI_13123773-S	NM_015450.1	
702	GI_13123777-S	NM_020180.1	
703	GI_13124755-S	NM_015147.1	
704	GI_13124760-I	NM_015438.1	
705	GI_13124762-S	NM_015653.1	
706	GI_13124772-S	NM_016458.2	
707	GI_13124878-A	NM_002474.1	
708	GI_13124880-A	NM_022845.1	
709	GI_13124884-S	NM_005218.2	
710	GI_13124885-S	NM_004942.2	
711	GI_13124886-S	NM_018661.2	
712	GI_13124887-S	NM_015507.2	
713	GI_13124889-S	NM_006817.2	
714	GI_13124890-S	NM_020474.2	
715	GI_13124893-S	NM_007210.2	
716	GI_13128859-S	NM_004964.2	
717	GI_13128861-S	NM_003883.2	
718	GI_13128863-S	NM_006044.2	
719	GI_13128865-S	NM_000520.2	
720	GI_13128866-S	NM_000521.2	
721	GI_13128949-S	NM_024013.1	
722	GI_13128959-S	NM_024009.1	
723	GI_13128965-S	NM_006900.2	
724	GI_13128967-S	NM_024025.1	
725	GI_13128985-S	NM_024035.1	
726	GI_13128989-S	NM_024037.1	
727	GI_13128993-S	NM_024039.1	
728	GI_13128995-S	NM_024040.1	
729	GI_13128997-S	NM_024041.1	
730	GI_13129005-S	NM_024045.1	
731	GI_13129013-S	NM_024049.1	
732	GI_13129023-S	NM_024054.1	
733	GI_13129029-S	NM_024058.1	
734	GI_13129033-S	NM_024060.1	
735	GI_13129039-S	NM_024063.1	
736	GI_13129059-S	NM_024074.1	
737	GI_13129061-S	NM_024075.1	
738	GI_13129063-S	NM_024076.1	
739	GI_13129067-S	NM_024078.1	
740	GI_13129085-S	NM_024089.1	
741	GI_13129087-S	NM_024090.1	
742	GI_13129091-S	NM_024092.1	
743	GI_13129093-S	NM_024093.1	
744	GI_13129095-S	NM_024094.1	
745	GI_13129099-S	NM_024096.1	
746	GI_13129101-S	NM_024097.1	
747	GI_13129103-S	NM_024098.1	
748	GI_13129105-S	NM_024099.1	
749	GI_13129115-S	NM_024106.1	
750	GI_13129117-A	NM_024107.1	
751	GI_13129119-S	NM_024108.1	
752	GI_13129121-S	NM_024109.1	
753	GI_13129133-S	NM_024115.1	
754	GI_13129135-S	NM_024116.1	
755	GI_13129141-S	NM_024119.1	
756	GI_13129143-S	NM_024120.1	
757	GI_13162281-S	NM_000351.2	
758	GI_13162284-S	NM_024033.1	
759	GI_13184045-S	NM_023944.1	
760	GI_13184051-S	NM_024018.1	
761	GI_13186246-A	NM_023110.1	
762	GI_13186246-I	NM_023110.1	
763	GI_13186256-I	NM_022971.1	
764	GI_13186266-A	NM_022976.1	
765	GI_13186299-S	NM_005083.2	
766	GI_13186300-A	NM_021251.2	
767	GI_13186309-I	NM_023087.1	
768	GI_13186313-I	NM_023089.1	
769	GI_13186315-S	NM_014289.2	
770	GI_13186317-I	NM_023032.1	
771	GI_13186319-A	NM_023033.1	
772	GI_13194196-S	NM_015254.1	
773	GI_13194198-S	NM_023003.1	
774	GI_13236491-S	NM_024123.1	
775	GI_13236496-S	NM_024012.1	
776	GI_13236498-S	NM_018491.2	
777	GI_13236513-S	NM_024294.1	
778	GI_13236519-S	NM_024297.1	
779	GI_13236531-S	NM_024303.1	
780	GI_13236539-S	NM_024307.1	
781	GI_13236552-S	NM_024313.1	
782	GI_13236564-S	NM_024322.1	
783	GI_13236574-S	NM_024327.1	
784	GI_13236578-S	NM_024330.1	
785	GI_13236584-S	NM_024333.1	
786	GI_13236586-S	NM_024334.1	
787	GI_13236592-S	NM_024341.1	
788	GI_13236596-S	NM_024345.1	
789	GI_13249345-S	NM_024409.1	
790	GI_13259496-I	NM_002892.2	
791	GI_13259500-A	NM_023001.1	
792	GI_13259502-S	NM_021969.1	
793	GI_13259504-S	NM_002893.2	
794	GI_13259505-S	NM_007036.2	
795	GI_13259507-A	NM_023019.1	
796	GI_13259509-I	NM_004082.2	
797	GI_13259511-A	NM_022874.1	
798	GI_13259517-I	NM_003474.2	
799	GI_13259519-S	NM_006037.2	
800	GI_13259521-I	NM_015401.1	
801	GI_13259523-A	NM_016596.2	
802	GI_13259530-A	NM_022877.1	
803	GI_13259532-S	NM_000490.2	
804	GI_13259536-S	NM_004967.2	
805	GI_13259537-S	NM_002231.2	
806	GI_13259538-S	NM_012331.2	
807	GI_13259540-S	NM_003355.2	
808	GI_13259542-A	NM_022810.1	
809	GI_13259544-I	NM_003356.2	
810	GI_13259545-A	NM_022803.1	
811	GI_13259545-I	NM_022803.1	
812	GI_13259551-A	NM_002038.2	
813	GI_13324673-S	NM_003308.2	
814	GI_13324676-S	NM_006208.1	
815	GI_13324681-S	NM_021806.1	
816	GI_13324689-S	NM_024318.1	
817	GI_13325053-S	NM_000499.2	
818	GI_13325054-S	NM_014031.1	
819	GI_13325056-S	NM_012254.1	
820	GI_13325058-S	NM_005736.2	
821	GI_13325059-S	NM_000104.2	
822	GI_13325060-S	NM_005735.2	
823	GI_13325061-S	NM_000761.2	
824	GI_13325062-S	NM_004972.2	
825	GI_13325063-S	NM_001408.1	
826	GI_13325065-S	NM_001407.1	
827	GI_13325067-I	NM_024010.1	
828	GI_13325073-S	NM_000256.2	
829	GI_13325074-S	NM_002826.2	
830	GI_13346499-S	NM_024491.1	
831	GI_13346505-S	NM_006926.1	
832	GI_13374556-S	NM_024498.1	
833	GI_13375617-S	NM_014762.1	
834	GI_13375631-S	NM_024501.1	
835	GI_13375633-S	NM_024503.1	
836	GI_13375635-S	NM_024504.1	
837	GI_13375643-S	NM_024508.1	
838	GI_13375645-S	NM_024509.1	
839	GI_13375655-S	NM_024518.1	
840	GI_13375659-S	NM_024520.1	
841	GI_13375663-S	NM_024522.1	
842	GI_13375675-S	NM_024528.1	
843	GI_13375679-S	NM_024530.1	
844	GI_13375689-S	NM_024535.1	
845	GI_13375694-S	NM_024537.1	
846	GI_13375700-S	NM_024541.1	
847	GI_13375704-S	NM_024544.1	
848	GI_13375716-S	NM_024552.1	
849	GI_13375720-S	NM_024556.1	
850	GI_13375724-S	NM_024558.1	
851	GI_13375737-S	NM_024567.1	
852	GI_13375741-S	NM_024570.1	
853	GI_13375743-S	NM_024572.1	
854	GI_13375745-S	NM_024573.1	
855	GI_13375749-S	NM_024575.1	
856	GI_13375755-S	NM_024578.1	
857	GI_13375757-S	NM_024579.1	
858	GI_13375763-S	NM_024582.1	
859	GI_13375778-S	NM_024589.1	
860	GI_13375784-S	NM_024592.1	
861	GI_13375790-S	NM_024595.1	
862	GI_13375792-S	NM_024596.1	
863	GI_13375800-S	NM_024600.1	
864	GI_13375806-S	NM_024603.1	
865	GI_13375808-S	NM_024604.1	
866	GI_13375814-S	NM_024607.1	
867	GI_13375816-S	NM_024608.1	
868	GI_13375829-S	NM_024614.1	
869	GI_13375833-S	NM_024616.1	
870	GI_13375845-S	NM_024623.1	
871	GI_13375849-S	NM_024626.1	
872	GI_13375859-S	NM_024631.1	
873	GI_13375867-S	NM_024636.1	
874	GI_13375882-S	NM_024643.1	
875	GI_13375884-S	NM_024644.1	
876	GI_13375886-S	NM_024645.1	
877	GI_13375890-A	NM_024648.1	
878	GI_13375900-S	NM_024653.1	
879	GI_13375912-S	NM_024660.1	
880	GI_13375918-S	NM_024664.1	
881	GI_13375925-S	NM_024667.1	
882	GI_13375927-S	NM_024669.1	
883	GI_13375951-S	NM_024682.1	
884	GI_13375953-S	NM_024683.1	
885	GI_13375959-S	NM_024687.1	
886	GI_13375961-S	NM_024688.1	
887	GI_13375963-S	NM_024689.1	
888	GI_13375978-S	NM_024696.1	
889	GI_13375980-S	NM_024697.1	
890	GI_13375984-S	NM_024699.1	
891	GI_13375990-S	NM_024702.1	
892	GI_13375996-S	NM_024705.1	
893	GI_13376000-S	NM_024707.1	
894	GI_13376006-S	NM_024710.1	
895	GI_13376012-S	NM_024713.1	
896	GI_13376022-S	NM_024719.1	
897	GI_13376024-S	NM_024720.1	
898	GI_13376028-S	NM_024722.1	
899	GI_13376030-A	NM_024723.1	
900	GI_13376039-S	NM_024727.1	
901	GI_13376041-S	NM_024728.1	
902	GI_13376049-S	NM_024732.1	
903	GI_13376059-S	NM_024738.1	
904	GI_13376061-S	NM_024740.1	
905	GI_13376063-S	NM_024741.1	
906	GI_13376075-S	NM_024748.1	
907	GI_13376079-S	NM_024751.1	
908	GI_13376087-S	NM_024755.1	
909	GI_13376090-S	NM_024756.1	
910	GI_13376096-S	NM_024759.1	
911	GI_13376098-S	NM_024760.1	
912	GI_13376104-S	NM_024764.1	
913	GI_13376108-S	NM_024766.1	
914	GI_13376112-S	NM_024768.1	
915	GI_13376118-S	NM_024771.1	
916	GI_13376122-S	NM_024773.1	
917	GI_13376139-S	NM_024781.1	
918	GI_13376141-S	NM_024782.1	
919	GI_13376149-S	NM_024786.1	
920	GI_13376161-S	NM_024792.1	
921	GI_13376163-S	NM_024794.1	
922	GI_13376165-S	NM_024795.1	
923	GI_13376167-S	NM_024796.1	
924	GI_13376169-S	NM_024798.1	
925	GI_13376172-S	NM_024799.1	
926	GI_13376180-S	NM_024803.1	
927	GI_13376182-S	NM_024804.1	
928	GI_13376184-S	NM_024805.1	
929	GI_13376186-I	NM_024806.1	
930	GI_13376188-S	NM_024807.1	
931	GI_13376194-S	NM_024810.1	
932	GI_13376199-S	NM_024812.1	
933	GI_13376201-S	NM_024813.1	
934	GI_13376203-S	NM_024814.1	
935	GI_13376207-S	NM_024816.1	
936	GI_13376209-S	NM_024817.1	
937	GI_13376215-S	NM_024821.1	
938	GI_13376219-S	NM_024823.1	
939	GI_13376225-S	NM_024826.1	
940	GI_13376227-S	NM_024827.1	
941	GI_13376229-S	NM_024828.1	
942	GI_13376239-S	NM_024833.1	
943	GI_13376242-S	NM_024834.1	
944	GI_13376244-S	NM_024835.1	
945	GI_13376246-S	NM_024836.1	
946	GI_13376252-S	NM_024839.1	
947	GI_13376260-S	NM_024845.1	
948	GI_13376262-S	NM_024846.1	
949	GI_13376266-S	NM_024848.1	
950	GI_13376268-S	NM_024849.1	
951	GI_13376270-S	NM_024850.1	
952	GI_13376276-S	NM_024853.1	
953	GI_13376278-S	NM_024854.1	
954	GI_13376285-S	NM_024859.1	
955	GI_13376287-S	NM_024860.1	
956	GI_13376289-S	NM_024861.1	
957	GI_13376291-S	NM_024862.1	
958	GI_13376297-S	NM_024865.1	
959	GI_13376301-S	NM_024868.1	
960	GI_13376303-S	NM_024869.1	
961	GI_13376305-S	NM_024871.1	
962	GI_13376307-S	NM_024872.1	
963	GI_13376313-S	NM_024875.1	
964	GI_13376317-S	NM_024877.1	
965	GI_13376321-S	NM_024880.1	
966	GI_13376326-S	NM_024882.1	
967	GI_13376328-S	NM_024883.1	
968	GI_13376330-S	NM_024884.1	
969	GI_13376332-S	NM_024885.1	
970	GI_13376334-S	NM_024886.1	
971	GI_13376338-S	NM_024888.1	
972	GI_13376342-S	NM_024891.1	
973	GI_13376346-S	NM_024893.1	
974	GI_13376352-S	NM_024898.1	
975	GI_13376362-S	NM_024906.1	
976	GI_13376366-S	NM_024908.1	
977	GI_13376368-S	NM_024909.1	
978	GI_13376370-S	NM_024910.1	
979	GI_13376375-S	NM_024912.1	
980	GI_13376379-S	NM_024914.1	
981	GI_13376381-S	NM_024915.1	
982	GI_13376383-S	NM_024916.1	
983	GI_13376399-S	NM_024926.1	
984	GI_13376403-S	NM_024929.1	
985	GI_13376405-S	NM_024934.1	
986	GI_13376418-S	NM_024941.1	
987	GI_13376420-S	NM_024942.1	
988	GI_13376422-S	NM_024943.1	
989	GI_13376426-S	NM_024945.1	
990	GI_13376428-S	NM_024946.1	
991	GI_13376430-S	NM_024948.1	
992	GI_13376434-S	NM_024950.1	
993	GI_13376446-S	NM_024958.1	
994	GI_13376452-S	NM_024961.1	
995	GI_13376459-S	NM_024967.1	
996	GI_13376465-S	NM_024970.1	
997	GI_13376473-S	NM_024974.1	
998	GI_13376475-S	NM_024976.1	
999	GI_13376477-S	NM_024977.1	
1000	GI_13376479-S	NM_024978.1	
1001	GI_13376487-S	NM_024986.1	
1002	GI_13376491-S	NM_024988.1	
1003	GI_13376493-S	NM_024989.1	
1004	GI_13376495-S	NM_024992.1	
1005	GI_13376499-S	NM_024994.1	
1006	GI_13376510-S	NM_025000.1	
1007	GI_13376514-S	NM_025002.1	
1008	GI_13376518-S	NM_025004.1	
1009	GI_13376520-S	NM_025005.1	
1010	GI_13376526-S	NM_025008.1	
1011	GI_13376528-S	NM_025009.1	
1012	GI_13376530-S	NM_025011.1	
1013	GI_13376532-S	NM_025012.1	
1014	GI_13376538-S	NM_025019.1	
1015	GI_13376540-S	NM_025023.1	
1016	GI_13376542-S	NM_025024.1	
1017	GI_13376545-S	NM_025025.1	
1018	GI_13376547-S	NM_025026.1	
1019	GI_13376551-S	NM_025029.1	
1020	GI_13376553-S	NM_025030.1	
1021	GI_13376555-S	NM_025031.1	
1022	GI_13376557-S	NM_025032.1	
1023	GI_13376561-S	NM_025034.1	
1024	GI_13376565-S	NM_025041.1	
1025	GI_13376573-S	NM_025047.1	
1026	GI_13376575-S	NM_025048.1	
1027	GI_13376577-S	NM_025049.1	
1028	GI_13376579-S	NM_025051.1	
1029	GI_13376581-S	NM_025052.1	
1030	GI_13376588-S	NM_025056.1	
1031	GI_13376590-S	NM_025057.1	
1032	GI_13376600-S	NM_025063.1	
1033	GI_13376602-S	NM_025064.1	
1034	GI_13376606-S	NM_025067.1	
1035	GI_13376610-S	NM_025069.1	
1036	GI_13376614-S	NM_025071.1	
1037	GI_13376618-S	NM_025073.1	
1038	GI_13376622-S	NM_025075.1	
1039	GI_13376631-S	NM_025079.1	
1040	GI_13376635-S	NM_025082.1	
1041	GI_13376641-S	NM_025086.1	
1042	GI_13376643-S	NM_025087.1	
1043	GI_13376645-S	NM_025088.1	
1044	GI_13376651-S	NM_025092.1	
1045	GI_13376653-S	NM_025093.1	
1046	GI_13376657-S	NM_025095.1	
1047	GI_13376659-S	NM_025097.1	
1048	GI_13376664-S	NM_025099.1	
1049	GI_13376666-S	NM_025100.1	
1050	GI_13376668-S	NM_025103.1	
1051	GI_13376672-S	NM_025105.1	
1052	GI_13376676-S	NM_025107.1	
1053	GI_13376678-S	NM_025108.1	
1054	GI_13376686-S	NM_025113.1	
1055	GI_13376688-S	NM_025114.1	
1056	GI_13376690-S	NM_025115.1	
1057	GI_13376694-S	NM_025117.1	
1058	GI_13376696-S	NM_025118.1	
1059	GI_13376700-S	NM_025124.1	
1060	GI_13376716-S	NM_025136.1	
1061	GI_13376724-S	NM_025140.1	
1062	GI_13376728-S	NM_025143.1	
1063	GI_13376734-S	NM_025146.1	
1064	GI_13376746-S	NM_025152.1	
1065	GI_13376748-S	NM_025153.1	
1066	GI_13376750-S	NM_025155.1	
1067	GI_13376758-S	NM_025159.1	
1068	GI_13376767-S	NM_025165.1	
1069	GI_13376779-S	NM_025188.1	
1070	GI_13376797-S	NM_025203.1	
1071	GI_13376801-S	NM_025205.1	
1072	GI_13376811-S	NM_025210.1	
1073	GI_13376815-S	NM_025212.1	
1074	GI_13376817-S	NM_025214.1	
1075	GI_13376825-S	NM_025218.1	
1076	GI_13376833-S	NM_025231.1	
1077	GI_13376839-S	NM_025234.1	
1078	GI_13376845-S	NM_025237.1	
1079	GI_13376847-S	NM_025238.1	
1080	GI_13376851-S	NM_025240.1	
1081	GI_13376853-S	NM_025241.1	
1082	GI_13376857-A	NM_025244.1	
1083	GI_13376859-S	NM_025246.1	
1084	GI_13376861-S	NM_025258.1	
1085	GI_13376867-A	NM_025257.1	
1086	GI_13376873-S	NM_025261.1	
1087	GI_13376875-S	NM_025262.1	
1088	GI_13376877-S	NM_025263.1	
1089	GI_13376994-S	NM_002396.2	
1090	GI_13376995-S	NM_006005.2	
1091	GI_13376997-S	NM_002005.2	
1092	GI_13376998-S	NM_014617.2	
1093	GI_13376999-S	NM_005210.2	
1094	GI_13377000-S	NM_020989.2	
1095	GI_13377001-S	NM_006891.2	
1096	GI_13377003-S	NM_017541.2	
1097	GI_13378148-A	NM_025168.1	
1098	GI_13378148-I	NM_025168.1	
1099	GI_13384595-S	NM_014487.2	
1100	GI_13384599-S	NM_018418.1	
1101	GI_13384601-S	NM_022068.1	
1102	GI_13385593-S	NM_030579.1	
1103	GI_13386461-A	NM_024668.1	
1104	GI_13386461-I	NM_024668.1	
1105	GI_13386481-S	NM_030572.1	
1106	GI_13386483-S	NM_030573.1	
1107	GI_13386487-S	NM_030575.1	
1108	GI_13386491-S	NM_030577.1	
1109	GI_13386499-A	NM_000068.2	
1110	GI_13386501-S	NM_021570.2	
1111	GI_13386504-S	NM_000765.2	
1112	GI_13386511-A	NM_000378.2	
1113	GI_13399295-S	NM_002383.1	
1114	GI_13399303-S	NM_021822.1	
1115	GI_13399321-S	NM_024662.1	
1116	GI_13430847-S	NM_021724.1	
1117	GI_13430851-S	NM_017558.1	
1118	GI_13430853-A	NM_022053.1	
1119	GI_13430853-I	NM_022053.1	
1120	GI_13430855-S	NM_022102.1	
1121	GI_13430859-S	NM_022740.1	
1122	GI_13430863-A	NM_022910.1	
1123	GI_13430867-S	NM_024103.1	
1124	GI_13430871-S	NM_024894.1	
1125	GI_13430873-S	NM_024924.1	
1126	GI_13430877-S	NM_025010.1	
1127	GI_13430881-A	NM_025021.1	
1128	GI_13435126-S	NM_025228.1	
1129	GI_13435128-S	NM_022089.1	
1130	GI_13435134-S	NM_022573.1	
1131	GI_13435144-S	NM_024793.1	
1132	GI_13435146-S	NM_024903.1	
1133	GI_13435148-S	NM_024939.1	
1134	GI_13435160-A	NM_025213.1	
1135	GI_13435349-A	NM_024417.1	
1136	GI_13435352-A	NM_024003.1	
1137	GI_13435355-S	NM_006118.2	
1138	GI_13435358-S	NM_001923.2	
1139	GI_13435360-A	NM_024421.1	
1140	GI_13435367-A	NM_001941.2	
1141	GI_13435374-A	NM_024482.1	
1142	GI_13435378-S	NM_012384.2	
1143	GI_13435379-S	NM_020415.2	
1144	GI_13435380-S	NM_004127.3	
1145	GI_13435382-S	NM_017910.2	
1146	GI_13435384-S	NM_001514.2	
1147	GI_13435387-S	NM_000778.2	
1148	GI_13435388-S	NM_000779.2	
1149	GI_13435389-S	NM_007253.2	
1150	GI_13435390-S	NM_001082.3	
1151	GI_13435392-A	NM_003252.2	
1152	GI_13435392-I	NM_003252.2	
1153	GI_13435393-I	NM_022333.1	
1154	GI_13435396-I	NM_024165.1	
1155	GI_13435400-S	NM_002395.2	
1156	GI_13435401-S	NM_006273.2	
1157	GI_13435403-S	NM_000861.2	
1158	GI_13435404-S	NM_022304.1	
1159	GI_13442997-S	NM_012074.1	
1160	GI_13443001-S	NM_025084.1	
1161	GI_13443013-S	NM_024087.1	
1162	GI_13443017-S	NM_024571.1	
1163	GI_13443019-S	NM_024762.1	
1164	GI_13443025-S	NM_018015.2	
1165	GI_13443032-A	NM_017951.1	
1166	GI_13443032-I	NM_017951.1	
1167	GI_13446228-S	NM_022566.1	
1168	GI_13449264-S	NM_024820.1	
1169	GI_13449266-S	NM_030613.1	
1170	GI_13449278-S	NM_030631.1	
1171	GI_13449286-S	NM_030652.1	
1172	GI_13470085-S	NM_015577.1	
1173	GI_13470087-S	NM_020960.1	
1174	GI_13470091-S	NM_024513.1	
1175	GI_13470093-S	NM_030642.1	
1176	GI_13487903-S	NM_017600.1	
1177	GI_13489072-S	NM_022051.1	
1178	GI_13489082-S	NM_018312.2	
1179	GI_13489098-S	NM_024681.1	
1180	GI_13489104-S	NM_025170.2	
1181	GI_13491165-S	NM_014676.1	
1182	GI_13491167-S	NM_015317.1	
1183	GI_13491171-I	NM_020956.1	
1184	GI_13514808-S	NM_004660.2	
1185	GI_13514812-I	NM_001356.2	
1186	GI_13514816-A	NM_024005.1	
1187	GI_13514816-I	NM_024005.1	
1188	GI_13514819-I	NM_001357.2	
1189	GI_13514821-A	NM_030588.1	
1190	GI_13514826-S	NM_004396.2	
1191	GI_13514830-S	NM_004398.2	
1192	GI_13518012-A	NM_030660.1	
1193	GI_13518014-I	NM_024415.1	
1194	GI_13518016-I	NM_004185.2	
1195	GI_13518018-I	NM_004993.2	
1196	GI_13518020-A	NM_024494.1	
1197	GI_13518020-I	NM_024494.1	
1198	GI_13518022-S	NM_002545.2	
1199	GI_13518024-S	NM_000412.2	
1200	GI_13518025-S	NM_004987.2	
1201	GI_13518027-S	NM_001195.2	
1202	GI_13518031-S	NM_000168.2	
1203	GI_13518035-S	NM_002379.2	
1204	GI_13518036-I	NM_002380.2	
1205	GI_13518038-A	NM_030583.1	
1206	GI_13518040-S	NM_002381.2	
1207	GI_13518226-A	NM_005270.2	
1208	GI_13518227-S	NM_020166.2	
1209	GI_13540470-S	NM_030756.1	
1210	GI_13540472-S	NM_030752.1	
1211	GI_13540481-S	NM_017970.1	
1212	GI_13540489-S	NM_021813.1	
1213	GI_13540500-S	NM_030824.1	
1214	GI_13540508-S	NM_030757.1	
1215	GI_13540512-S	NM_030758.1	
1216	GI_13540514-S	NM_030759.1	
1217	GI_13540520-S	NM_030762.1	
1218	GI_13540522-S	NM_030763.1	
1219	GI_13540528-I	NM_030766.1	
1220	GI_13540532-S	NM_030769.1	
1221	GI_13540534-S	NM_030770.1	
1222	GI_13540544-S	NM_030776.1	
1223	GI_13540554-S	NM_030783.1	
1224	GI_13540556-S	NM_030784.1	
1225	GI_13540558-S	NM_030785.1	
1226	GI_13540560-S	NM_030786.1	
1227	GI_13540562-S	NM_030787.1	
1228	GI_13540575-S	NM_030794.1	
1229	GI_13540579-S	NM_030797.1	
1230	GI_13540585-S	NM_030800.1	
1231	GI_13540593-S	NM_030805.1	
1232	GI_13540601-S	NM_030809.1	
1233	GI_13540609-S	NM_030816.1	
1234	GI_13540611-S	NM_030817.1	
1235	GI_13562087-S	NM_030891.1	
1236	GI_13562103-S	NM_012373.1	
1237	GI_13569839-S	NM_014067.2	
1238	GI_13569844-S	NM_018657.2	
1239	GI_13569847-I	NM_030900.1	
1240	GI_13569857-S	NM_030895.1	
1241	GI_13569859-S	NM_030893.1	
1242	GI_13569863-S	NM_030911.1	
1243	GI_13569865-S	NM_030912.1	
1244	GI_13569869-S	NM_030914.1	
1245	GI_13569871-S	NM_030915.1	
1246	GI_13569886-S	NM_030925.1	
1247	GI_13569888-S	NM_030927.1	
1248	GI_13569896-S	NM_030933.1	
1249	GI_13569912-S	NM_030941.1	
1250	GI_13569914-S	NM_030943.1	
1251	GI_13569916-S	NM_030944.1	
1252	GI_13569918-A	NM_030945.1	
1253	GI_13569918-I	NM_030945.1	
1254	GI_13569921-S	NM_030952.1	
1255	GI_13569927-S	NM_030955.1	
1256	GI_13569929-S	NM_030956.1	
1257	GI_13569931-S	NM_030958.1	
1258	GI_13569937-S	NM_030965.1	
1259	GI_13569939-S	NM_030966.1	
1260	GI_13569947-S	NM_030973.1	
1261	GI_13569955-S	NM_030978.1	
1262	GI_13569959-S	NM_030980.1	
1263	GI_13569961-S	NM_030981.1	
1264	GI_13591857-S	NM_013358.1	
1265	GI_13624324-S	NM_012377.1	
1266	GI_13624328-S	NM_030903.1	
1267	GI_13624330-S	NM_030905.1	
1268	GI_13654234-A	NM_003702.2	
1269	GI_13654273-S	NM_031208.1	
1270	GI_13654275-S	NM_031209.1	
1271	GI_13654285-S	NM_031214.1	
1272	GI_13654291-S	NM_031218.1	
1273	GI_13654295-S	NM_031220.1	
1274	GI_13676856-S	NM_021979.2	
1275	GI_13677215-A	NM_030668.1	
1276	GI_13699810-I	NM_023034.1	
1277	GI_13699812-A	NM_017778.2	
1278	GI_13699812-I	NM_017778.2	
1279	GI_13699815-S	NM_000772.1	
1280	GI_13699817-S	NM_000771.2	
1281	GI_13699820-S	NM_004541.2	
1282	GI_13699821-S	NM_005000.2	
1283	GI_13699823-S	NM_004523.2	
1284	GI_13699825-I	NM_030615.1	
1285	GI_13699827-A	NM_005355.2	
1286	GI_13699829-I	NM_003833.2	
1287	GI_13699832-S	NM_006845.2	
1288	GI_13699835-A	NM_030592.1	
1289	GI_13699837-S	NM_000773.2	
1290	GI_13699838-I	NM_001061.2	
1291	GI_13699839-A	NM_030984.1	
